python
    2022-02-18 20:19:30,029: Key.right
    2022-02-18 20:19:30,757: Key.left
    2022-02-18 20:19:32,074: Key.right
    2022-02-18 20:19:32,588: Key.right
    2022-02-18 20:19:32,620: Key.right
    2022-02-18 20:19:32,652: Key.right
    2022-02-18 20:19:32,683: Key.right
    2022-02-18 20:19:32,714: Key.right
    2022-02-18 20:19:32,745: Key.right
    2022-02-18 20:19:32,775: Key.right
    2022-02-18 20:19:32,806: Key.right
    2022-02-18 20:19:33,313: Key.right
    2022-02-18 20:19:33,816: Key.right
    2022-02-18 20:19:33,847: Key.right
    2022-02-18 20:19:33,879: Key.right
    2022-02-18 20:19:33,924: Key.right
    2022-02-18 20:19:33,955: Key.right
    2022-02-18 20:19:33,987: Key.right
    2022-02-18 20:19:34,018: Key.right
    2022-02-18 20:19:35,358: Key.left
    2022-02-18 20:19:35,589: Key.left
    2022-02-18 20:19:35,796: Key.left
    2022-02-18 20:19:36,336: Key.left
    2022-02-18 20:19:37,339: Key.right
    2022-02-18 20:19:37,536: Key.right
    2022-02-18 20:19:38,038: Key.right
    2022-02-18 20:19:38,069: Key.right
    2022-02-18 20:19:38,115: Key.right
    2022-02-18 20:19:38,146: Key.right
    2022-02-18 20:19:38,177: Key.right
    2022-02-18 20:19:38,209: Key.right
    2022-02-18 20:19:39,315: Key.right
    2022-02-18 20:19:39,846: Key.right
    2022-02-18 20:19:40,220: Key.right
    2022-02-18 20:19:40,761: Key.right
    2022-02-18 20:19:41,223: Key.right
    2022-02-18 20:19:42,103: Key.right
    2022-02-18 20:19:42,540: Key.right
    2022-02-18 20:19:43,745: Key.right
    2022-02-18 20:19:44,994: Key.right
    2022-02-18 20:19:45,392: Key.right
    2022-02-18 20:19:45,716: Key.right
    2022-02-18 20:19:46,631: Key.right
    2022-02-18 20:19:47,019: Key.right
    2022-02-18 20:19:47,550: Key.right
    2022-02-18 20:19:47,933: Key.right
    2022-02-18 20:19:48,317: Key.right
    2022-02-18 20:19:48,671: Key.right
    2022-02-18 20:19:49,138: Key.right
    2022-02-18 20:19:49,816: Key.right
    2022-02-18 20:19:50,465: Key.right
    2022-02-18 20:19:51,129: Key.right
    2022-02-18 20:19:51,424: Key.right
    2022-02-18 20:19:56,064: Key.right
    2022-02-18 20:19:56,522: Key.right
    2022-02-18 20:19:58,330: Key.right
    2022-02-18 20:19:58,999: Key.right
    2022-02-18 20:19:59,500: Key.right
    2022-02-18 20:19:59,547: Key.right
    2022-02-18 20:19:59,578: Key.right
    2022-02-18 20:19:59,610: Key.right
    2022-02-18 20:19:59,642: Key.right
    2022-02-18 20:19:59,673: Key.right
    2022-02-18 20:19:59,704: Key.right
    2022-02-18 20:19:59,736: Key.right
    2022-02-18 20:19:59,768: Key.right
    2022-02-18 20:19:59,800: Key.right
    2022-02-18 20:19:59,832: Key.right
    2022-02-18 20:19:59,864: Key.right
    2022-02-18 20:19:59,896: Key.right
    2022-02-18 20:19:59,943: Key.right
    2022-02-18 20:19:59,974: Key.right
    2022-02-18 20:20:00,006: Key.right
    2022-02-18 20:20:00,038: Key.right
    2022-02-18 20:20:00,070: Key.right
    2022-02-18 20:20:00,101: Key.right
    2022-02-18 20:20:00,131: Key.right
    2022-02-18 20:20:00,161: Key.right
    2022-02-18 20:20:00,193: Key.right
    2022-02-18 20:20:00,239: Key.right
    2022-02-18 20:20:00,270: Key.right
    2022-02-18 20:20:00,300: Key.right
    2022-02-18 20:20:00,331: Key.right
    2022-02-18 20:20:00,362: Key.right
    2022-02-18 20:20:00,393: Key.right
    2022-02-18 20:20:00,423: Key.right
    2022-02-18 20:20:00,469: Key.right
    2022-02-18 20:20:00,500: Key.right
    2022-02-18 20:20:00,530: Key.right
    2022-02-18 20:20:00,561: Key.right
    2022-02-18 20:20:00,593: Key.right
    2022-02-18 20:20:00,623: Key.right
    2022-02-18 20:20:00,654: Key.right
    2022-02-18 20:20:00,702: Key.right
    2022-02-18 20:20:00,733: Key.right
    2022-02-18 20:20:00,764: Key.right
    2022-02-18 20:20:00,796: Key.right
    2022-02-18 20:20:00,828: Key.right
    2022-02-18 20:20:00,860: Key.right
    2022-02-18 20:20:00,891: Key.right
    2022-02-18 20:20:00,922: Key.right
    2022-02-18 20:20:00,954: Key.right
    2022-02-18 20:20:00,985: Key.right
    2022-02-18 20:20:01,030: Key.right
    2022-02-18 20:20:01,061: Key.right
    2022-02-18 20:20:01,092: Key.right
    2022-02-18 20:20:01,124: Key.right
    2022-02-18 20:20:01,155: Key.right
    2022-02-18 20:20:01,185: Key.right
    2022-02-18 20:20:01,216: Key.right
    2022-02-18 20:20:01,262: Key.right
    2022-02-18 20:20:01,293: Key.right
    2022-02-18 20:20:01,324: Key.right
    2022-02-18 20:20:01,356: Key.right
    2022-02-18 20:20:01,388: Key.right
    2022-02-18 20:20:01,419: Key.right
    2022-02-18 20:20:01,450: Key.right
    2022-02-18 20:20:01,482: Key.right
    2022-02-18 20:20:01,514: Key.right
    2022-02-18 20:20:01,545: Key.right
    2022-02-18 20:20:01,590: Key.right
    2022-02-18 20:20:01,621: Key.right
    2022-02-18 20:20:01,652: Key.right
    2022-02-18 20:20:01,684: Key.right
    2022-02-18 20:20:01,716: Key.right
    2022-02-18 20:20:01,748: Key.right
    2022-02-18 20:20:01,779: Key.right
    2022-02-18 20:20:01,810: Key.right
    2022-02-18 20:20:01,856: Key.right
    2022-02-18 20:20:01,887: Key.right
    2022-02-18 20:20:01,918: Key.right
    2022-02-18 20:20:01,948: Key.right
    2022-02-18 20:20:01,978: Key.right
    2022-02-18 20:20:02,008: Key.right
    2022-02-18 20:20:02,040: Key.right
    2022-02-18 20:20:28,844: 'm'
    2022-02-18 20:20:28,992: 'a'
    2022-02-18 20:20:29,183: 'm'
    2022-02-18 20:20:29,813: Key.space
    2022-02-18 20:20:30,039: 'o'
    2022-02-18 20:20:30,432: 'y'
    2022-02-18 20:20:30,948: Key.backspace
    2022-02-18 20:20:31,326: Key.backspace
    2022-02-18 20:20:31,740: 'p'
    2022-02-18 20:20:32,045: 'y'
    2022-02-18 20:20:32,222: 't'
    2022-02-18 20:20:32,512: 'a'
    2022-02-18 20:20:32,513: 's'
    2022-02-18 20:20:33,421: Key.backspace
    2022-02-18 20:20:34,562: 'n'
    2022-02-18 20:20:34,734: 'i'
    2022-02-18 20:20:34,970: 'e'
    2022-02-18 20:20:35,092: Key.space
    2022-02-18 20:20:35,693: 'j'
    2022-02-18 20:20:35,840: 'a'
    2022-02-18 20:20:35,978: 'k'
    2022-02-18 20:20:36,169: 'i'
    2022-02-18 20:20:36,302: 'e'
    2022-02-18 20:20:36,371: Key.space
    2022-02-18 20:20:36,631: 'p'
    2022-02-18 20:20:36,877: 'r'
    2022-02-18 20:20:37,148: 'z'
    2022-02-18 20:20:37,531: 'y'
    2022-02-18 20:20:37,846: 'n'
    2022-02-18 20:20:38,136: Key.ctrl_l
    2022-02-18 20:20:38,136: Key.alt_gr
    2022-02-18 20:20:40,781: Key.ctrl_l
    2022-02-18 20:20:40,781: Key.alt_gr
    2022-02-18 20:20:41,286: Key.ctrl_l
    2022-02-18 20:20:41,286: Key.alt_gr
    2022-02-18 20:20:41,318: Key.ctrl_l
    2022-02-18 20:20:41,318: Key.alt_gr
    2022-02-18 20:20:41,350: Key.ctrl_l
    2022-02-18 20:20:41,351: Key.alt_gr
    2022-02-18 20:20:41,382: Key.ctrl_l
    2022-02-18 20:20:41,382: Key.alt_gr
    2022-02-18 20:20:41,413: Key.ctrl_l
    2022-02-18 20:20:41,413: Key.alt_gr
    2022-02-18 20:20:41,445: Key.ctrl_l
    2022-02-18 20:20:41,445: Key.alt_gr
    2022-02-18 20:20:41,492: Key.ctrl_l
    2022-02-18 20:20:41,492: Key.alt_gr
    2022-02-18 20:20:41,504: '�'
    2022-02-18 20:20:41,774: 't'
    2022-02-18 20:20:42,020: 'y'
    2022-02-18 20:20:42,197: Key.space
    2022-02-18 20:20:43,136: 's'
    2022-02-18 20:20:43,402: 'z'
    2022-02-18 20:20:43,780: 'c'
    2022-02-18 20:20:43,947: 'z'
    2022-02-18 20:20:44,109: 'u'
    2022-02-18 20:20:44,365: 'p'
    2022-02-18 20:20:44,547: 'a'
    2022-02-18 20:20:44,660: 'k'
    2022-02-18 20:20:44,871: 'o'
    2022-02-18 20:20:44,985: 'w'
    2022-02-18 20:20:45,166: 'e'
    2022-02-18 20:20:46,532: Key.space
    2022-02-18 20:20:47,000: 'd'
    2022-02-18 20:20:47,148: 'o'
    2022-02-18 20:20:47,291: Key.space
    2022-02-18 20:20:49,159: '9'
    2022-02-18 20:20:49,449: '0'
    2022-02-18 20:20:49,782: Key.space
    2022-02-18 20:20:50,245: 'g'
    2022-02-18 20:20:50,486: 'r'
    2022-02-18 20:20:50,653: 'a'
    2022-02-18 20:20:50,953: 'm'
    2022-02-18 20:20:51,101: Key.space
    2022-02-18 20:20:51,327: 'd'
    2022-02-18 20:20:51,602: 'o'
    2022-02-18 20:20:51,773: Key.space
    2022-02-18 20:20:53,229: '3'
    2022-02-18 20:20:53,367: '0'
    2022-02-18 20:20:53,879: 'c'
    2022-02-18 20:20:54,297: 'm'
    2022-02-18 20:21:03,863: Key.ctrl_l
    2022-02-18 20:21:04,371: Key.ctrl_l
    2022-02-18 20:21:04,402: Key.ctrl_l
    2022-02-18 20:21:04,434: Key.ctrl_l
    2022-02-18 20:21:04,466: Key.ctrl_l
    2022-02-18 20:21:04,498: Key.ctrl_l
    2022-02-18 20:21:04,528: Key.ctrl_l
    2022-02-18 20:21:04,575: Key.ctrl_l
    2022-02-18 20:21:04,606: Key.ctrl_l
    2022-02-18 20:21:04,636: Key.ctrl_l
    2022-02-18 20:21:04,668: Key.ctrl_l
    2022-02-18 20:21:04,700: Key.ctrl_l
    2022-02-18 20:21:04,732: Key.ctrl_l
    2022-02-18 20:21:04,764: Key.ctrl_l
    2022-02-18 20:21:04,794: Key.ctrl_l
    2022-02-18 20:21:04,825: Key.ctrl_l
    2022-02-18 20:21:04,871: Key.ctrl_l
    2022-02-18 20:21:04,897: '\x03'
    2022-02-18 20:21:06,980: Key.space
    2022-02-18 20:21:07,173: 'j'
    2022-02-18 20:21:07,304: 'a'
    2022-02-18 20:21:07,448: 'k'
    2022-02-18 20:21:07,640: 'i'
    2022-02-18 20:21:07,684: 'e'
    2022-02-18 20:21:07,949: 's'
    2022-02-18 20:21:08,048: Key.space
    2022-02-18 20:21:08,425: 'n'
    2022-02-18 20:21:08,741: 'o'
    2022-02-18 20:21:08,928: 'w'
    2022-02-18 20:21:09,139: 'o'
    2022-02-18 20:21:09,498: 's'
    2022-02-18 20:21:09,738: 'c'
    2022-02-18 20:21:09,916: 'i'
    2022-02-18 20:21:12,761: Key.ctrl_l
    2022-02-18 20:21:13,101: '\x03'
    2022-02-18 20:21:43,527: Key.ctrl_l
    2022-02-18 20:21:43,610: '\x16'
    2022-02-18 20:21:44,849: Key.enter
    2022-02-18 20:22:04,122: Key.ctrl_l
    2022-02-18 20:22:04,270: '\x16'
    2022-02-18 20:22:18,607: Key.space
    2022-02-18 20:22:18,877: Key.caps_lock
    2022-02-18 20:22:19,109: '/'
    2022-02-18 20:22:19,964: Key.backspace
    2022-02-18 20:22:20,200: Key.shift
    2022-02-18 20:22:20,441: '?'
    2022-02-18 20:23:08,820: Key.space
    2022-02-18 20:23:09,459: Key.shift
    2022-02-18 20:23:09,857: ':'
    2022-02-18 20:23:10,162: ')'
    2022-02-18 20:23:11,076: Key.enter
    2022-02-18 20:24:29,010: Key.ctrl_l
    2022-02-18 20:24:29,118: '\x16'
    2022-02-18 20:24:30,465: Key.enter
    2022-02-18 20:25:04,117: Key.ctrl_l
    2022-02-18 20:25:04,621: Key.ctrl_l
    2022-02-18 20:25:04,652: Key.ctrl_l
    2022-02-18 20:25:04,683: Key.ctrl_l
    2022-02-18 20:25:04,730: Key.ctrl_l
    2022-02-18 20:25:04,760: Key.ctrl_l
    2022-02-18 20:25:04,791: Key.ctrl_l
    2022-02-18 20:25:04,822: Key.ctrl_l
    2022-02-18 20:25:04,854: Key.ctrl_l
    2022-02-18 20:25:04,886: Key.ctrl_l
    2022-02-18 20:25:04,917: Key.ctrl_l
    2022-02-18 20:25:04,944: '\x16'
    2022-02-18 20:25:05,332: Key.enter
    2022-02-18 20:26:02,165: Key.ctrl_l
    2022-02-18 20:26:02,415: '\x16'
    2022-02-18 20:26:03,698: Key.enter
    2022-02-18 20:26:30,442: Key.caps_lock
